Next State,Real Reward
273,1.1421974055907305
274,1.2297553420066833
275,1.1203707996753292
276,1.2094946569866605
277,1.2470258474349976
278,1.1483702319008964
280,1.209106183671332
281,0.7596633919601232
286,1.1827472850873872
287,1.2451804435189961
288,1.1874502556664603
291,0.7520138025283813
294,1.1879853064363655
295,1.1394485235214231
297,1.214728916392607
299,1.1550761461257937
301,1.4423729962232006
302,1.5130655935832433
303,1.4788851737976074
305,1.2139085133870442
306,0.7398155927505914
308,1.2063270211219788
309,1.149519214263329
310,1.2048700653572155
313,1.163489588150164
314,1.2098390725590271
315,1.2000886256637406
316,1.188876748085022
317,0.7699995636632995
320,0.7501638531684875
324,1.2326116561889648
325,1.159280920603189
326,0.7926417937520773
329,0.7667153027251422
330,0.7494562069574991
331,0.7791927456855774
334,1.185070731423118
336,0.755190909
337,1.1396639347076416
338,1.207173466682434
339,0.7598944306373596
340,0.7551830541463548
341,0.7556341886520386
342,1.2107486724853516
344,1.1656755201071305
347,0.7544571877885576
348,1.2121918201446533
349,1.163934851592442
350,1.149940013885498
351,1.2153707347265104
352,1.206439971923828
353,1.145987908045451
354,0.7130602
355,0.747454608774981
356,1.1965439120928447
357,1.1641369505020371
358,0.7581771686161548
359,1.1463013887405396
360,1.2198412136598067
361,1.203144907951355
362,1.1560375290453855
364,1.2123026835798014
365,1.2180215985309788
366,1.1985201961983185
369,1.151592302659375
370,1.184603527188301
372,1.1540476714863497
374,1.1798467626369078
376,1.1970859693845883
377,1.1533727601722434
378,1.1665829129335354
379,1.1886570056279502
380,1.1604914921193035
381,0.7640158519858405
382,0.7749351311569197
384,1.2005186080932615
385,1.153299238359878
386,1.2083847920099895
387,1.1407941579818726
388,1.1677191257476809
389,1.1997212409973144
391,1.1850932836532593
392,1.108216404914856
393,0.7577478289604187
394,1.175999641418457
395,1.1565744876861572
397,0.7620418892132803
398,0.7471086085710602
400,1.171158958364416
402,0.7441591024398804
403,0.7611773908138275
408,1.1964588165283203
409,0.756957274867721
410,0.7605878178562436
411,1.202289879322052
412,1.14640324562788
413,0.7153868079185486
417,1.5187100966771443
418,1.4904171231814796
421,1.1568324565887451
423,
